Location_ID1,Asset_No,Asset_Category,Equipment_Group,Type3,component_type,Manufacturer1,Model1,Serial1,External_Ref,Status,Install_date,Last_Inspection_Date1,Condition1,Description,Lanes,Chainage,Direction,Lat,Long,Group ID
N07_001.0_E_3GR,EA11307,3G Routers,Comms,TDC Telit MOD3G,,TDC Telit,MOD3G,1070,1070,Installed,40909,,Good,,,1,E,53.3161,-6.37874,N7E-J1J1A-973E
N07_001.0_E_TMU,EA11024,Traffic Monitoring Units,Monitoring Detectors,TDC - TMU2,,TDC,TMU2,1123,1070,Installed,40909,45306,Good,,,1,E,53.3161,-6.37874,N7E-J1J1A-973E
N07_001_CCT_1,90674,CCTV Cameras,CCTV,AXIS - Q6215-LE,,AXIS,Q6215-LE,B8A44F1D0315,N/A,Installed,44475,45429,Good,STRATOCAST PROJECT,,1,EASTBOUND,53.3161,-6.37874,N7E-J1J1A-973E
N07_001_LCS_1,3801,Lane Control Signal,VMS,LCS VF2360 (64X80),,Daktronics,LCS,201508125,935,Installed,42273,45386,Good,DATA DISPLAY 3 SECTION LANE CONTROL SYSTEM,3,1,Eastbound,53.3161,-6.37874,N7E-J1J1A-973E
N07_0017_3GR_1,90457,3G Routers,Comms,Robustel,,Robustel,4G ROUTER,SN: 01572321120005,,Installed,44627,,Good,ROBUSTEL 4G ROUTER,,17,NORTHBOUND,53.25,-6.59086,N7E-J7J8-17327E
N07_0017_CCT_1,90458,CCTV Cameras,CCTV,AXIS - Q6155-E,,AXIS,Q6155,ACCC8E9A1F59,,Installed,44630,45429,Good,STRATOCAST CCTV CAMERA,,17,NORTHBOUND,53.25,-6.59086,N7E-J7J8-17327E
N07_005.0_E_BTD,EA13000,Bluetooth Detectors,Monitoring Detectors,Bluetooth,,Bluetooth,,10034,4071,Installed,41928,,Good,,6,5,NE,53.2979,-6.42507,N7E-J2J3-4766E
N07_005.0_N_3GR,EA11308,3G Routers,Comms,TDC Telit MOD3G,,TDC Telit,MOD3G,1071,1071,Installed,40909,,Good,,6,5,NE,53.2979,-6.42507,N7E-J2J3-4766E
N07_005.0_N_TMU,EA11025,Traffic Monitoring Units,Monitoring Detectors,TDC - TMU2,,TDC,TMU2,1255,1071,Installed,40909,45254,Good,,6,5,NE,53.2979,-6.42507,N7E-J2J3-4766E
N07_0056_3GR_1,TMP000747,3G Routers,Comms,VIRTUAL ACCESS GW2040,,VIRTUAL ACCESS,GW2040,00E0C8138684,GW2040_40,Installed,45057,45384,Good,VIRTUAL ACCESS GW2028 5G,,,,,,
"(replaced previous GW2040)""",3,0,Northbound,53.3167,-6.37599,N7E-J1J1A-799E,,,,,,,,,,,,,,
N07_0056_ANP_1,90706,ANPR ,TCIS  Parent Equipment,3M P520,,PIPS,P520,CIL50030201100,531,Installed,44866,45429,Good,ANPR P520,3,0,Northbound,53.3166,-6.37589,N7E-J1J1A-799E
N07_0056_ANP_2,90707,ANPR ,TCIS  Parent Equipment,3M P520,,PIPS,P520,CIL50030201103,533,Installed,44866,45433,Good,PIPS P520 ANPR,3,0,Northbound,53.3168,-6.37598,N7E-J1J1A-799E
N07_006.5_E_TMU,82055,Traffic Monitoring Units,Monitoring Detectors,TDC - TMU2,,Q-Free,TMU2,2250,1073,Installed,43472,45274,Good,TMU 2 SERIES 4,2,,Eastbound,53.2902,-6.44724,N7E-J4J3A-6595E
N07_0077_3GR_1,97,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,00E0C800F771,GW2030_18,Installed,41791,45356,Good,VIRTUAL ACCESS GW2000,3,1500,Westbound,53.3091,-6.40249,N7W-J1AJ2-3207W
N07_0077_3GR_2,90455,3G Routers,Comms,Robustel,,Robustel,4G ROUTER,SN: 01572321120001,,Installed,44630,,Good,ROBUSTEL 4G ROUTER,,15000,WESTBOUND,53.3092,-6.40259,N7W-J1AJ2-3207W
N07_0077_ANP_1,99,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15705,ANPR_1121,Installed,41227,45448,Good,ANPR 3M P392,3,1500,Westbound,53.3092,-6.40259,N7W-J1AJ2-3207W
N07_0077_ANP_2,100,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15737,ANPR_1122,Installed,41227,45448,Good,ANPR 3M P392,3,1500,Westbound,53.3092,-6.40259,N7W-J1AJ2-3207W
N07_0077_CCT_1,90456,CCTV Cameras,CCTV,AXIS - Q6155-E,,AXIS,Q6155,ACCC8EED0F4B,,Installed,44628,45429,Good,STRATOCAST CCTV CAMERA,,1500,WESTBOUND,53.3092,-6.40259,N7W-J1AJ2-3207W
N07_0086_3GR_1,961,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,00E0C800F76F,110,Installed,41792,45363,Good,VIRTUAL ACCESS GW2000,3,8500,Northbound,53.2902,-6.44728,N7E-J4J3A-6595E
N07_0086_ANP_1,965,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15733,ANPR_1133,Installed,41227,45363,Good,ANPR PIPS P392,3,8.5,Northbound,53.2902,-6.4474,N7E-J4J3A-6595E
N07_0086_ANP_2,123,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15691,529,Installed,40599,45363,Good,ANPR 3M P392,3,8.5,Northbound,53.2902,-6.4474,N7E-J4J3A-6595E
N07_0086_CCT_1,90675,CCTV Cameras,CCTV,AXIS - Q6215-LE,,AXIS,Q6215-LE,B8A44F1D0314,STRATOCAST,Installed,44877,45429,Good,STRATOCAST PROJECT,,8500,NORTHBOUND,53.2902,-6.44728,N7E-J4J3A-6595E
N07_0093_3GR_1,883,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,00E0C800F778,193,Installed,41792,45370,Good,VIRTUAL ACCESS GW2000,2,,Northbound,53.3028,-6.42135,N7E-J2J2-4254E
N07_0101_3GR_1,83741,3G Routers,Comms,VIRTUAL ACCESS GW2028,,VIRTUAL ACCESS,GW2028,00E0C813BB92,,Installed,44445,,Good,VIRTUAL ACCESS GW2028,0,1,Eastbound,53.3149,-6.38247,N7E-J1AJ1-1727E
N07_0103_3GR_1,83738,3G Routers,Comms,VIRTUAL ACCESS GW2028,,VIRTUAL ACCESS,GW2028,00EC813BB73,,Installed,44445,,Good,VIRTUAL ACCESS GW2028,0,3,Eastbound,53.3083,-6.40453,N7E-J1AJ2-2942E
N07_0105_3GR_1,TMP000735,3G Routers,Comms,VIRTUAL ACCESS GW2040,,VIRTUAL ACCESS,GW2040,00E0C800FE02,191,Installed,41792,45362,Good,VIRTUAL ACCESS GW2040,2,,Southbound,53.3212,-6.35903,NOT-IN-SCOPE
N07_0117_3GR_1,958,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,00E0C800FF7D,332,Installed,41791,45353,Good,VIRTUAL ACCESS GW2000,3,13.5,Northbound,53.2626,-6.53738,N7E-J6J5-13467E
N07_0117_ANP_1,959,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15460,611,Installed,41361,45182,Good,ANPR PIPS P392,,,,,,
",3,13.5,Northbound,53.2626,-6.53738,N7E-J6J5-13467E",,,,,,,,,,,,,,,,,,,,
N07_0117_ANP_2,960,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15702,612,Installed,41361,45182,Good,ANPR PIPS P392,3,13.5,Northbound,53.2626,-6.53738,N7E-J6J5-13467E
N07_0123_3GR_1,333,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,00E0C800FF8D,310,Installed,41791,45355,Good,VIRTUAL ACCESS GW2000,3,14,Westbound,53.2603,-6.54369,N7W-J6J5-14037W
N07_0123_ANP_2,336,ANPR ,TCIS  Parent Equipment,3M P392,,3M,P392,15731,622,Installed,41253,45449,Good,ANPR 3M P392,3,14,Westbound,53.2598,-6.54586,N7W-J6J5-14133W
N07_015.0_N_3GR,EA11564,3G Routers,Comms,TDC Telit MOD3G,,TDC Telit,MOD3G,,2007231,Installed,40909,,Good,,0,15,NE,53.2597,-6.5458,N7W-J6J5-14132W
N07_015.0_S_3GR,EA11554,3G Routers,Comms,VIRTUAL ACCESS GW2000,,VIRTUAL ACCESS,GW2000,200723,200723,Installed,40909,,Good,,0,15,SouthWestbound,53.2597,-6.5458,N7W-J6J5-14133W
N07_015.0_W_TMU,EA11271,Traffic Monitoring Units,Monitoring Detectors,TDC - TMU2,,TDC,TMU2,2312,200723,Installed,40909,45127,Good,,0,15,SouthWestbound,53.2597,-6.5458,N7W-J6J5-14133W
N07_015_W_BTD,EA13018,Bluetooth Detectors,Monitoring Detectors,Bluetooth,,Bluetooth,,10059,400723,Installed,41948,,Good,,0,15,Westbound,53.2597,-6.5457,N7W-J6J5-14133W
N07_020.0_N_3GR,EA11451,3G Routers,Comms,TDC Telit MOD3G,,TDC Telit,MOD3G,20071,20071,Installed,40909,,Good,,0,20,NE,53.2472,-6.5991,N7E-J8J7-17958E
N07_020.0_N_BTD,EA13003,Bluetooth Detectors,Monitoring Detectors,Bluetooth,,Bluetooth,,10093,40071,Installed,41928,,Good,,0,20,,53.2472,-6.5991,N7E-J8J7-17958E
N07_020.0_N_TMU,EA11168,Traffic Monitoring Units,Monitoring Detectors,TDC - TMU2,,TDC,TMU2,1285,20071,Installed,40909,45127,Good,,0,20,NE,53.2502,-6.5907,N7E-J7J8-17327E
N07_LS0201_DWS_10,2502,Dynamic Warning Sign,DWS,Daktronics SWS Mains,,Daktronics,NRA SCHOOL UBA,201012123,192.168.231.9,Installed,41792,45201,Good,DWS SOLAR CLONENAGH R445,0,0,Southbound,53.0036,-7.47111,NOT-IN-SCOPE
N07_LS0202_DWS_1,2501,Dynamic Warning Sign,DWS,Daktronics SWS Mains,,Daktronics,NRA SCHOOL UBA,201404152,192.168.228.33,Installed,41792,45201,Poor,DWS MAINS CLONENAGH R445,0,0,Northbound,53.0033,-7.47389,NOT-IN-SCOPE
N07_TN0701_DWS_1,2514,Dynamic Warning Sign,DWS,Daktronics SWS Mains,,Daktronics,NRA SCHOOL LAN UBA MINI,201310122,192.168.231.233,Installed,41792,45314,Good,DWS MAINS NEWLINE N07,0,0,Westbound,52.9487,-7.79816,NOT-IN-SCOPE
N07_TN0702_DWS_1,2513,Dynamic Warning Sign,DWS,Daktronics SWS Mains,,Daktronics,NRA SCHOOL LAN UBA MINI,201310108,192.168.231.219,Installed,41792,45314,Good,DWS MAINS NEWLINE N07,0,0,Northbound,52.9492,-7.80177,NOT-IN-SCOPE
N07E-J1a-1330E-VMST,83742,  MS3,VMS,VMS VF2360 (96X384),,Daktronics,MS3,4918,1239,Installed,44481,45370,Good,VARIABLE MESSAGE SIGN MS3,0,1,Eastbound,53.314944,-6.382472,N7E-J1AJ1-1727E
N07E-J2J1a-3000E-VMST,83739,  MS3,VMS,VMS VF2360 (96X384),,Daktronics,MS3,1616862,1238,Installed,44481,45356,Good,VARIABLE MESSAGE SIGN MS3,0,3,Eastbound,53.30825,-6.404528,N7E-J1AJ2-2942E
